Class_Start,Shower_Duration,DressUp_Duration,Prepare_Items_Duration,Transport_Mode_1,Time_1,Wait_1,Transport_Mode_2,Time_2,Wait_2,Transport_Mode_3,Time_3,Wait_3,Total_Commute_Time,Buffer_Time,WakeUp_Time,Start_Shower,Start_DressUp,Start_Prepare_Items,Leave_Home,Arrive_Class
09:30,14.0,14.0,7,Car_Private,6.0,0,Motorbike_Private,5,0.0,Bus,6.0,8,25,5,08:25,08:25,08:39,08:53,09:00,09:30
09:30,6.0,19.0,5,Bus,7.0,1,Walk,7,0.0,None,0.0,0,15,15,08:30,08:30,08:36,08:55,09:00,09:30
08:30,11.0,18.0,8,Car_Private,25.0,0,Train,17,10.0,None,0.0,0,52,10,06:51,06:51,07:02,07:20,07:28,08:30
09:30,15.0,12.0,5,Car_Private,22.0,0,None,0,0.0,None,0.0,0,22,10,08:26,08:26,08:41,08:53,08:58,09:30
09:30,7.0,16.0,8,Bus,10.0,7,Car_Private,13,0.0,Motorbike_Private,16.0,0,46,15,07:58,07:58,08:05,08:21,08:29,09:30
10:00,14.0,11.0,5,Train,9.0,7,Motorbike_Private,6,0.0,None,0.0,0,22,5,09:03,09:03,09:17,09:28,09:33,10:00
09:30,12.0,,9,Car_Private,13.0,0,None,0,0.0,None,0.0,0,13,10,08:29,08:29,08:41,08:58,09:07,09:30
09:00,12.0,18.0,8,Train,,10,Motorbike_Private,13,0.0,None,0.0,0,30,10,07:42,07:42,07:54,08:12,08:20,09:00
09:00,,15.0,5,Bus,19.0,6,None,0,0.0,None,0.0,0,25,15,07:48,07:48,08:00,08:15,08:20,09:00
08:00,13.0,18.0,10,Motorbike_Private,16.0,0,Walk,17,0.0,Car_Private,12.0,0,45,15,06:19,06:19,06:32,06:50,07:00,08:00
09:00,10.0,,9,Car_Private,22.0,0,None,0,0.0,None,0.0,0,22,5,08:01,08:01,08:11,08:24,08:33,09:00
08:30,6.0,12.0,8,Car_Private,5.0,0,Motorbike_Private,25,0.0,None,0.0,0,30,15,07:19,07:19,07:25,07:37,07:45,08:30
09:30,14.0,16.0,9,Train,14.0,1,Walk,13,0.0,Walk,14.0,0,42,5,08:04,08:04,08:18,08:34,08:43,09:30
08:30,6.0,13.0,8,Walk,21.0,0,Train,14,5.0,None,0.0,0,40,5,07:18,07:18,07:24,07:37,07:45,08:30
09:00,13.0,16.0,5,Bus,5.0,8,None,0,0.0,None,0.0,0,13,10,08:03,08:03,08:16,08:32,08:37,09:00
10:00,8.0,20.0,9,Motorbike_Private,21.0,0,Bus,14,7.0,None,0.0,0,42,15,08:26,08:26,08:34,08:54,09:03,10:00
08:30,15.0,12.0,5,Motorbike_Private,18.0,0,Car_Private,25,0.0,None,0.0,0,43,10,07:05,07:05,07:20,07:32,07:37,08:30
09:30,12.0,13.0,10,Walk,9.0,0,None,0,0.0,None,0.0,0,9,5,08:41,08:41,08:53,09:06,09:16,09:30
09:30,15.0,17.0,5,Train,7.0,5,None,0,0.0,None,0.0,0,12,5,08:36,08:36,08:51,09:08,09:13,09:30
09:00,7.0,20.0,8,Car_Private,16.0,0,None,0,0.0,None,0.0,0,16,10,07:59,07:59,08:06,08:26,08:34,09:00
09:30,13.0,15.0,7,Car_Private,10.0,0,None,0,0.0,None,0.0,0,10,60,08:35,08:35,08:48,09:03,09:10,09:30
08:30,15.0,20.0,8,Walk,,0,Train,21,5.0,None,0.0,0,44,5,06:58,06:58,07:13,07:33,07:41,08:30
09:00,5.0,17.0,10,Walk,10.0,0,Bus,20,7.0,Walk,13.0,0,50,5,07:33,07:33,07:38,07:55,08:05,09:00
10:00,9.0,10.0,8,Motorbike_Private,21.0,0,Car_Private,21,0.0,None,0.0,0,42,15,08:36,08:36,08:45,08:55,09:03,10:00
09:00,5.0,13.0,6,Train,18.0,4,Motorbike_Private,13,0.0,Bus,13.0,2,50,5,07:41,07:41,07:46,07:59,08:05,09:00
09:00,6.0,14.0,8,Motorbike_Private,6.0,0,Car_Private,10,0.0,Bus,12.0,5,33,15,07:44,07:44,07:50,08:04,08:12,09:00
08:30,13.0,18.0,10,Car_Private,5.0,0,Walk,24,,None,0.0,0,29,10,07:10,07:10,07:23,07:41,07:51,08:30
08:30,9.0,10.0,5,Bus,21.0,6,Car_Private,23,0.0,None,0.0,0,50,5,07:11,07:11,07:20,07:30,07:35,08:30
09:00,6.0,18.0,6,Motorbike_Private,22.0,0,Motorbike_Private,9,0.0,Car_Private,15.0,0,46,15,07:29,07:29,07:35,07:53,07:59,09:00
09:30,12.0,18.0,10,Motorbike_Private,21.0,0,Walk,18,0.0,Train,7.0,0,46,5,07:59,07:59,08:11,08:29,08:39,09:30
09:30,7.0,17.0,7,Motorbike_Private,10.0,0,Walk,17,0.0,None,0.0,0,27,10,08:22,08:22,08:29,08:46,08:53,09:30
10:00,9.0,10.0,9,Motorbike_Private,25.0,0,Motorbike_Private,13,0.0,Motorbike_Private,16.0,0,54,15,08:23,08:23,08:32,08:42,08:51,10:00
08:30,15.0,19.0,10,Motorbike_Private,11.0,0,None,0,0.0,None,0.0,0,11,10,07:25,07:25,07:40,07:59,08:09,08:30
09:00,14.0,11.0,8,Car_Private,14.0,0,Train,23,5.0,Walk,14.0,0,56,5,07:26,07:26,07:40,07:51,07:59,09:00
10:00,12.0,14.0,6,Bus,11.0,2,Train,7,10.0,Car_Private,20.0,0,50,10,08:28,08:28,08:40,08:54,09:00,10:00
10:00,5.0,,6,Car_Private,21.0,0,None,0,0.0,None,0.0,0,21,15,08:59,08:59,09:04,09:18,09:24,10:00
08:00,10.0,18.0,9,Walk,14.0,0,Walk,25,0.0,None,0.0,0,39,10,06:34,06:34,06:44,07:02,07:11,08:00
10:00,8.0,11.0,8,Bus,11.0,6,Car_Private,6,0.0,None,0.0,0,23,5,09:05,09:05,09:13,09:24,09:32,10:00
08:00,7.0,12.0,9,Train,13.0,9,Motorbike_Private,25,0.0,Train,12.0,4,63,10,06:19,06:19,06:26,06:38,06:47,08:00
08:00,6.0,18.0,10,Bus,11.0,6,Walk,19,0.0,Bus,6.0,7,49,10,06:27,06:27,06:33,06:51,07:01,08:00
08:30,8.0,16.0,9,Car_Private,22.0,0,Car_Private,12,0.0,Car_Private,11.0,0,45,15,06:57,06:57,07:05,07:21,07:30,08:30
09:30,12.0,13.0,10,Car_Private,10.0,0,Car_Private,17,0.0,Walk,21.0,0,48,5,08:02,08:02,08:14,08:27,08:37,09:30
08:00,12.0,14.0,10,Train,19.0,5,Train,24,5.0,Train,16.0,2,71,10,06:03,06:03,06:15,06:29,06:39,08:00
10:00,14.0,17.0,8,Walk,15.0,0,Train,18,4.0,None,0.0,0,37,5,08:39,08:39,08:53,09:10,09:18,10:00
09:30,8.0,10.0,6,Train,12.0,10,Motorbike_Private,17,0.0,Car_Private,21.0,0,60,10,07:56,07:56,08:04,08:14,08:20,09:30
08:30,13.0,14.0,9,Car_Private,16.0,0,None,0,0.0,None,0.0,0,16,10,07:28,07:28,07:41,07:55,08:04,08:30
09:30,11.0,18.0,9,Train,5.0,2,Walk,9,0.0,Walk,7.0,0,23,15,08:14,08:14,08:25,08:43,08:52,09:30
09:00,13.0,18.0,9,Bus,,6,Car_Private,25,0.0,Walk,14.0,0,66,10,07:04,07:04,07:17,07:35,07:44,09:00
09:00,14.0,19.0,7,Motorbike_Private,7.0,0,Walk,18,0.0,Train,13.0,6,44,10,07:26,07:26,07:40,07:59,08:06,09:00
09:00,7.0,16.0,6,Bus,9.0,9,None,0,0.0,None,0.0,0,18,60,07:58,07:58,08:05,08:21,08:27,09:00
08:00,,12.0,9,Bus,9.0,6,Car_Private,21,0.0,Train,,6,58,10,06:18,06:18,06:31,06:43,06:52,08:00
09:00,6.0,19.0,8,Motorbike_Private,17.0,0,Car_Private,25,0.0,None,,0,42,10,07:35,07:35,07:41,08:00,08:08,09:00
08:00,,13.0,9,Car_Private,23.0,0,Walk,24,0.0,Walk,11.0,0,58,10,06:17,06:17,06:30,06:43,06:52,08:00
09:00,7.0,11.0,10,Car_Private,15.0,0,Train,23,10.0,Train,9.0,1,58,15,07:19,07:19,07:26,07:37,07:47,09:00
09:00,9.0,14.0,10,Car_Private,19.0,0,None,0,0.0,None,0.0,0,19,5,08:03,08:03,08:12,08:26,08:36,09:00
09:00,9.0,15.0,7,Walk,12.0,0,Train,23,0.0,Car_Private,5.0,0,40,15,07:34,07:34,07:43,07:58,08:05,09:00
08:00,5.0,11.0,6,Motorbike_Private,14.0,0,Car_Private,8,0.0,Bus,6.0,10,38,15,06:45,06:45,06:50,07:01,07:07,08:00
10:00,8.0,10.0,10,Walk,12.0,0,None,0,0.0,None,0.0,0,12,15,09:05,09:05,09:13,09:23,09:33,10:00
09:30,13.0,16.0,7,Bus,11.0,6,Car_Private,22,0.0,None,,0,39,10,08:05,08:05,08:18,08:34,08:41,09:30
09:00,,17.0,7,Train,10.0,6,Bus,6,2.0,Walk,25.0,0,49,15,07:24,07:24,07:32,07:49,07:56,09:00
09:00,14.0,13.0,10,Car_Private,6.0,0,Motorbike_Private,7,0.0,None,0.0,0,13,10,08:00,08:00,08:14,08:27,08:37,09:00
10:00,7.0,12.0,7,Car_Private,12.0,0,Motorbike_Private,17,0.0,None,0.0,0,29,15,08:50,08:50,08:57,09:09,09:16,10:00
08:30,11.0,10.0,6,Car_Private,13.0,0,Motorbike_Private,25,0.0,None,0.0,0,38,15,07:10,07:10,07:21,07:31,07:37,08:30
08:30,15.0,19.0,6,Walk,18.0,0,Walk,10,0.0,None,0.0,0,28,15,07:07,07:07,07:22,07:41,07:47,08:30
09:30,11.0,,6,Car_Private,21.0,0,Motorbike_Private,25,0.0,None,0.0,0,46,15,07:58,07:58,08:09,08:23,08:29,09:30
08:00,10.0,12.0,8,Walk,18.0,0,Car_Private,25,0.0,None,0.0,0,43,10,06:37,06:37,06:47,06:59,07:07,08:00
08:30,15.0,11.0,8,Car_Private,19.0,0,Car_Private,14,0.0,None,0.0,0,33,15,07:08,07:08,07:23,07:34,07:42,08:30
09:00,,11.0,7,Motorbike_Private,22.0,0,Walk,8,0.0,Walk,15.0,0,45,5,07:37,07:37,07:52,08:03,08:10,09:00
09:30,9.0,12.0,5,Walk,18.0,0,Train,21,3.0,None,0.0,0,42,15,08:07,08:07,08:16,08:28,08:33,09:30
08:30,14.0,17.0,8,Train,6.0,6,None,0,0.0,None,0.0,0,12,5,07:34,07:34,07:48,08:05,08:13,08:30
10:00,9.0,11.0,8,Car_Private,22.0,0,None,0,0.0,None,0.0,0,22,10,09:00,09:00,09:09,09:20,09:28,10:00
10:00,11.0,14.0,5,Walk,18.0,0,Bus,20,8.0,Car_Private,24.0,0,70,15,08:05,08:05,08:16,08:30,08:35,10:00
10:00,7.0,12.0,9,Train,18.0,7,Bus,8,4.0,Motorbike_Private,23.0,0,60,15,08:17,08:17,08:24,08:36,08:45,10:00
09:30,11.0,10.0,10,Bus,22.0,8,None,0,0.0,None,0.0,0,30,5,08:24,08:24,08:35,08:45,08:55,09:30
08:30,5.0,10.0,8,Motorbike_Private,19.0,0,None,0,0.0,None,0.0,0,19,10,07:38,07:38,07:43,07:53,08:01,08:30
09:30,15.0,10.0,9,Motorbike_Private,12.0,0,Walk,12,0.0,Bus,10.0,9,43,5,08:08,08:08,08:23,08:33,08:42,09:30
10:00,7.0,15.0,6,Car_Private,17.0,0,Car_Private,17,0.0,None,0.0,0,34,15,08:43,08:43,08:50,09:05,09:11,10:00
08:00,14.0,14.0,5,Bus,25.0,5,Train,22,0.0,None,0.0,0,52,15,06:20,06:20,06:34,06:48,06:53,08:00
08:30,5.0,18.0,10,Car_Private,17.0,0,Walk,24,0.0,Motorbike_Private,20.0,0,61,10,06:46,06:46,06:51,07:09,07:19,08:30
10:00,11.0,,10,Car_Private,17.0,0,Walk,22,0.0,None,0.0,0,39,15,08:27,08:27,08:38,08:56,09:06,10:00
09:00,8.0,20.0,8,Car_Private,7.0,0,None,0,0.0,None,,0,7,15,08:02,08:02,08:10,08:30,08:38,09:00
08:30,8.0,10.0,7,Motorbike_Private,8.0,0,Train,23,4.0,Car_Private,11.0,0,46,5,07:14,07:14,07:22,07:32,07:39,08:30
10:00,12.0,19.0,5,Car_Private,17.0,0,Car_Private,17,0.0,Motorbike_Private,15.0,0,49,10,08:25,08:25,08:37,08:56,09:01,10:00
09:00,11.0,19.0,8,Motorbike_Private,10.0,0,Car_Private,19,0.0,None,0.0,0,29,10,07:43,07:43,07:54,08:13,08:21,09:00
09:30,8.0,11.0,9,Car_Private,17.0,0,None,0,0.0,None,0.0,0,17,5,08:40,08:40,08:48,08:59,09:08,09:30
08:00,14.0,17.0,10,Bus,18.0,4,None,0,0.0,None,0.0,0,22,5,06:52,06:52,07:06,07:23,07:33,08:00
09:30,8.0,16.0,10,Walk,17.0,0,Car_Private,15,0.0,None,0.0,0,32,15,08:09,08:09,08:17,08:33,08:43,09:30
10:00,9.0,13.0,7,Bus,8.0,4,Motorbike_Private,15,0.0,None,0.0,0,27,15,08:49,08:49,08:58,09:11,09:18,10:00
09:30,10.0,17.0,8,Walk,6.0,0,Car_Private,23,0.0,None,0.0,0,29,10,08:16,08:16,08:26,08:43,08:51,09:30
09:00,14.0,13.0,7,Bus,11.0,0,Walk,11,0.0,None,0.0,0,22,15,07:49,07:49,08:03,08:16,08:23,09:00
10:00,5.0,13.0,7,Walk,8.0,0,Train,7,5.0,Walk,24.0,0,44,15,08:36,08:36,08:41,08:54,09:01,10:00
10:00,5.0,18.0,10,Bus,17.0,8,Train,23,1.0,None,0.0,0,49,15,08:23,08:23,08:28,08:46,08:56,10:00
08:30,8.0,17.0,6,Car_Private,12.0,0,None,0,0.0,None,0.0,0,12,15,07:32,07:32,07:40,07:57,08:03,08:30
09:00,15.0,10.0,10,Motorbike_Private,11.0,0,Walk,10,0.0,None,0.0,0,21,5,07:59,07:59,08:14,08:24,08:34,09:00
08:30,7.0,,7,Motorbike_Private,12.0,0,None,0,0.0,None,0.0,0,12,10,07:44,07:44,07:51,08:01,08:08,08:30
09:00,,,10,Train,17.0,8,Car_Private,12,0.0,Car_Private,9.0,0,46,15,07:23,07:23,07:33,07:49,07:59,09:00
09:00,5.0,11.0,8,Train,20.0,1,None,0,0.0,None,0.0,0,21,60,08:10,08:10,08:15,08:26,08:34,09:00
09:30,10.0,11.0,8,Motorbike_Private,25.0,0,None,0,0.0,None,0.0,0,25,10,08:26,08:26,08:36,08:47,08:55,09:30
08:30,7.0,10.0,7,Motorbike_Private,13.0,0,Motorbike_Private,11,,Motorbike_Private,,0,41,5,07:20,07:20,07:27,07:37,07:44,08:30
10:00,6.0,17.0,8,Walk,7.0,0,Bus,16,8.0,None,0.0,0,31,15,08:43,08:43,08:49,09:06,09:14,10:00
09:00,,20.0,8,Car_Private,15.0,0,Train,19,0.0,Train,11.0,3,48,15,07:22,07:22,07:29,07:49,07:57,09:00
09:00,15.0,18.0,9,Car_Private,24.0,0,Walk,15,0.0,None,0.0,0,39,10,07:29,07:29,07:44,08:02,08:11,09:00
08:30,15.0,13.0,10,Car_Private,24.0,0,None,0,0.0,None,0.0,0,24,15,07:13,07:13,07:28,07:41,07:51,08:30
08:30,7.0,17.0,9,Walk,6.0,0,None,0,0.0,None,0.0,0,6,10,07:41,07:41,07:48,08:05,08:14,08:30
08:00,15.0,14.0,8,Motorbike_Private,9.0,0,Bus,25,0.0,None,0.0,0,34,15,06:34,06:34,06:49,07:03,07:11,08:00
09:30,10.0,10.0,9,Train,20.0,2,Motorbike_Private,17,0.0,Motorbike_Private,23.0,0,62,10,07:49,07:49,07:59,08:09,08:18,09:30
09:00,9.0,15.0,6,Motorbike_Private,18.0,0,Walk,18,0.0,None,0.0,0,36,10,07:44,07:44,07:53,08:08,08:14,09:00
10:00,7.0,12.0,7,Car_Private,20.0,0,Motorbike_Private,23,0.0,None,,0,43,10,08:41,08:41,08:48,09:00,09:07,10:00
08:00,15.0,11.0,8,Motorbike_Private,9.0,0,None,0,0.0,None,0.0,0,9,15,07:02,07:02,07:17,07:28,07:36,08:00
08:30,5.0,12.0,7,Bus,14.0,8,None,0,0.0,None,0.0,0,22,10,07:34,07:34,07:39,07:51,07:58,08:30
08:00,13.0,,8,Bus,20.0,8,None,0,,None,0.0,0,28,5,06:50,06:50,07:03,07:19,07:27,08:00
09:30,11.0,16.0,7,Train,20.0,9,Car_Private,16,0.0,Bus,21.0,0,66,15,07:35,07:35,07:46,08:02,08:09,09:30
08:00,5.0,11.0,8,Train,14.0,10,None,0,0.0,None,0.0,0,24,5,07:07,07:07,07:12,07:23,07:31,08:00
09:00,11.0,17.0,9,Train,12.0,4,Train,24,10.0,None,0.0,0,50,10,07:23,07:23,07:34,07:51,08:00,09:00
09:00,5.0,19.0,8,Motorbike_Private,19.0,0,None,0,0.0,None,0.0,0,19,15,07:54,07:54,07:59,08:18,08:26,09:00
09:00,14.0,12.0,5,Train,20.0,7,Motorbike_Private,11,0.0,None,,0,38,5,07:46,07:46,08:00,08:12,08:17,09:00
10:00,7.0,10.0,6,Motorbike_Private,14.0,0,None,0,0.0,None,0.0,0,14,5,09:18,09:18,09:25,09:35,09:41,10:00
09:30,6.0,15.0,9,Train,8.0,4,None,0,0.0,None,0.0,0,12,10,08:38,08:38,08:44,08:59,09:08,09:30
08:30,15.0,20.0,6,Walk,16.0,0,Car_Private,10,0.0,Motorbike_Private,23.0,0,49,5,06:55,06:55,07:10,07:30,07:36,08:30
09:30,8.0,10.0,8,Walk,,0,Car_Private,25,0.0,None,0.0,0,49,15,08:00,08:00,08:08,08:18,08:26,09:30
09:00,11.0,10.0,6,Car_Private,,0,Motorbike_Private,13,0.0,None,,0,37,10,07:46,07:46,07:57,08:07,08:13,09:00
09:00,10.0,17.0,6,Bus,14.0,9,Walk,5,0.0,Walk,6.0,0,34,10,07:43,07:43,07:53,08:10,08:16,09:00
09:30,11.0,16.0,9,Motorbike_Private,,0,Walk,19,0.0,Car_Private,11.0,0,44,15,07:55,07:55,08:06,08:22,08:31,09:30
08:30,11.0,14.0,6,Motorbike_Private,13.0,0,Train,8,2.0,Bus,10.0,4,37,10,07:12,07:12,07:23,07:37,07:43,08:30
10:00,12.0,16.0,6,Walk,12.0,0,None,0,0.0,None,0.0,0,12,5,09:09,09:09,09:21,09:37,09:43,10:00
09:00,13.0,16.0,5,Walk,17.0,0,None,0,0.0,None,0.0,0,17,15,07:54,07:54,08:07,08:23,08:28,09:00
08:00,14.0,10.0,8,Walk,13.0,0,Car_Private,23,0.0,None,0.0,0,36,5,06:47,06:47,07:01,07:11,07:19,08:00
10:00,10.0,19.0,5,Car_Private,24.0,0,Train,25,2.0,None,0.0,0,51,10,08:25,08:25,08:35,08:54,08:59,10:00
10:00,8.0,16.0,8,Bus,21.0,8,Bus,11,0.0,Car_Private,16.0,0,56,5,08:27,08:27,08:35,08:51,08:59,10:00
09:30,6.0,15.0,8,Walk,22.0,0,Motorbike_Private,16,0.0,None,0.0,0,38,10,08:13,08:13,08:19,08:34,08:42,09:30
09:30,7.0,11.0,6,Bus,12.0,8,None,0,0.0,None,0.0,0,20,5,08:41,08:41,08:48,08:59,09:05,09:30
09:00,,11.0,10,Train,14.0,3,None,0,0.0,None,0.0,0,17,5,08:06,08:06,08:17,08:28,08:38,09:00
08:00,9.0,20.0,8,Car_Private,25.0,0,None,0,0.0,None,0.0,0,25,10,06:48,06:48,06:57,07:17,07:25,08:00
10:00,12.0,19.0,5,Walk,,0,Train,18,10.0,Motorbike_Private,23.0,0,74,5,08:05,08:05,08:17,08:36,08:41,10:00
08:00,10.0,14.0,9,Bus,17.0,2,Bus,6,7.0,None,0.0,0,32,5,06:50,06:50,07:00,07:14,07:23,08:00
09:00,11.0,10.0,5,Walk,10.0,0,None,0,0.0,None,0.0,0,10,10,08:14,08:14,08:25,08:35,08:40,09:00
08:00,10.0,12.0,7,Bus,23.0,2,None,0,0.0,None,0.0,0,25,15,06:51,06:51,07:01,07:13,07:20,08:00
10:00,6.0,11.0,5,Car_Private,25.0,0,None,0,0.0,None,0.0,0,25,5,09:08,09:08,09:14,09:25,09:30,10:00
08:30,14.0,11.0,6,Car_Private,8.0,0,None,0,0.0,None,0.0,0,8,5,07:46,07:46,08:00,08:11,08:17,08:30
10:00,14.0,16.0,5,Motorbike_Private,22.0,0,Train,11,6.0,None,0.0,0,39,10,08:36,08:36,08:50,09:06,09:11,10:00
10:00,9.0,13.0,8,Motorbike_Private,20.0,0,Train,22,1.0,Motorbike_Private,13.0,0,56,10,08:24,08:24,08:33,08:46,08:54,10:00
08:30,14.0,11.0,5,Bus,12.0,0,Train,6,4.0,None,0.0,0,22,5,07:33,07:33,07:47,07:58,08:03,08:30
09:00,14.0,13.0,5,Train,14.0,3,Motorbike_Private,19,0.0,None,0.0,0,36,5,07:47,07:47,08:01,08:14,08:19,09:00
10:00,6.0,10.0,6,Train,23.0,1,Car_Private,25,0.0,None,0.0,0,49,10,08:39,08:39,08:45,08:55,09:01,10:00
09:30,9.0,17.0,7,Car_Private,19.0,0,Train,17,1.0,Train,9.0,7,53,10,07:54,07:54,08:03,08:20,08:27,09:30
09:30,6.0,16.0,5,Car_Private,6.0,0,None,0,0.0,None,0.0,0,6,10,08:47,08:47,08:53,09:09,09:14,09:30
08:00,15.0,17.0,10,Walk,7.0,0,Bus,5,2.0,Motorbike_Private,8.0,0,22,10,06:46,06:46,07:01,07:18,07:28,08:00
09:30,12.0,10.0,9,Motorbike_Private,8.0,0,Bus,19,8.0,Bus,5.0,6,46,15,07:58,07:58,08:10,08:20,08:29,09:30
08:30,8.0,17.0,5,Bus,10.0,7,None,0,0.0,None,0.0,0,17,10,07:33,07:33,07:41,07:58,08:03,08:30
08:00,5.0,12.0,6,Walk,10.0,0,None,0,0.0,None,0.0,0,10,15,07:12,07:12,07:17,07:29,07:35,08:00
08:00,14.0,20.0,6,Motorbike_Private,15.0,0,Car_Private,21,0.0,None,0.0,0,36,10,06:34,06:34,06:48,07:08,07:14,08:00
10:00,9.0,12.0,5,Walk,24.0,0,None,0,0.0,None,0.0,0,24,10,09:00,09:00,09:09,09:21,09:26,10:00
09:30,,14.0,10,Motorbike_Private,22.0,0,None,0,0.0,None,0.0,0,22,15,08:16,08:16,08:29,08:43,08:53,09:30
09:00,13.0,10.0,8,Walk,12.0,0,Bus,18,0.0,None,0.0,0,30,15,07:44,07:44,07:57,08:07,08:15,09:00
08:30,15.0,16.0,6,Motorbike_Private,6.0,0,Walk,19,0.0,Walk,7.0,0,32,15,07:06,07:06,07:21,07:37,07:43,08:30
10:00,12.0,19.0,10,Train,13.0,8,Train,18,5.0,Train,21.0,6,71,15,07:53,07:53,08:05,08:24,08:34,10:00
10:00,5.0,12.0,5,Motorbike_Private,15.0,0,None,0,0.0,None,0.0,0,15,5,09:18,09:18,09:23,09:35,09:40,10:00
08:30,8.0,16.0,7,Walk,5.0,0,Car_Private,13,0.0,Train,10.0,10,38,10,07:11,07:11,07:19,07:35,07:42,08:30
08:00,5.0,16.0,9,Motorbike_Private,11.0,0,Car_Private,6,0.0,None,0.0,0,17,15,06:58,06:58,07:03,07:19,07:28,08:00
09:30,14.0,17.0,10,Train,8.0,3,Motorbike_Private,15,0.0,Motorbike_Private,11.0,0,37,15,07:57,07:57,08:11,08:28,08:38,09:30
10:00,8.0,17.0,9,Bus,22.0,9,Bus,7,8.0,None,,0,46,5,08:35,08:35,08:43,09:00,09:09,10:00
09:30,5.0,14.0,5,Car_Private,16.0,0,Car_Private,15,0.0,None,0.0,0,31,15,08:20,08:20,08:25,08:39,08:44,09:30
09:00,5.0,10.0,10,Bus,5.0,5,None,0,0.0,None,0.0,0,10,5,08:20,08:20,08:25,08:35,08:45,09:00
09:00,6.0,19.0,6,Car_Private,23.0,0,None,0,0.0,None,0.0,0,23,5,08:01,08:01,08:07,08:26,08:32,09:00
10:00,12.0,17.0,10,Car_Private,17.0,0,None,0,0.0,None,,0,17,5,08:59,08:59,09:11,09:28,09:38,10:00
09:00,11.0,17.0,10,Motorbike_Private,21.0,0,Train,15,4.0,Train,,3,64,5,07:13,07:13,07:24,07:41,07:51,09:00
08:00,9.0,16.0,9,Motorbike_Private,,0,None,0,0.0,None,0.0,0,14,15,06:57,06:57,07:06,07:22,07:31,08:00
08:00,6.0,20.0,9,Bus,10.0,10,None,0,0.0,None,0.0,0,20,10,06:55,06:55,07:01,07:21,07:30,08:00
09:00,6.0,12.0,8,Motorbike_Private,14.0,0,Motorbike_Private,17,0.0,None,0.0,0,31,5,07:58,07:58,08:04,08:16,08:24,09:00
10:00,12.0,19.0,10,Walk,7.0,0,Motorbike_Private,15,0.0,Car_Private,16.0,0,38,15,08:26,08:26,08:38,08:57,09:07,10:00
09:30,6.0,14.0,8,Bus,6.0,1,Car_Private,13,0.0,Train,6.0,6,32,5,08:25,08:25,08:31,08:45,08:53,09:30
08:00,10.0,20.0,8,Train,11.0,3,Bus,18,2.0,None,0.0,0,34,10,06:38,06:38,06:48,07:08,07:16,08:00
09:30,15.0,,8,Bus,23.0,5,None,0,0.0,None,0.0,0,28,10,08:12,08:12,08:27,08:44,08:52,09:30
09:30,10.0,17.0,8,Car_Private,19.0,0,Train,16,9.0,None,0.0,0,44,5,08:06,08:06,08:16,08:33,08:41,09:30
10:00,,11.0,10,Motorbike_Private,11.0,0,Motorbike_Private,11,0.0,None,0.0,0,22,5,09:03,09:03,09:12,09:23,09:33,10:00
09:30,9.0,11.0,9,Car_Private,11.0,0,Train,13,8.0,None,0.0,0,32,60,08:24,08:24,08:33,08:44,08:53,09:30
09:30,14.0,12.0,5,Bus,19.0,4,Motorbike_Private,7,0.0,None,0.0,0,30,10,08:19,08:19,08:33,08:45,08:50,09:30
08:30,10.0,15.0,6,Car_Private,12.0,0,Walk,11,0.0,None,0.0,0,23,15,07:21,07:21,07:31,07:46,07:52,08:30
08:30,12.0,20.0,5,Walk,15.0,0,None,0,0.0,None,,0,15,15,07:23,07:23,07:35,07:55,08:00,08:30
08:30,7.0,20.0,6,Train,9.0,4,Motorbike_Private,16,0.0,Motorbike_Private,13.0,0,42,5,07:10,07:10,07:17,07:37,07:43,08:30
09:30,8.0,20.0,10,Car_Private,5.0,0,Bus,25,7.0,Car_Private,5.0,0,42,10,08:00,08:00,08:08,08:28,08:38,09:30
08:30,6.0,20.0,6,Motorbike_Private,,0,None,0,0.0,None,0.0,0,17,5,07:36,07:36,07:42,08:02,08:08,08:30
09:30,9.0,10.0,6,Bus,24.0,0,Walk,8,0.0,Bus,19.0,0,51,15,07:59,07:59,08:08,08:18,08:24,09:30
08:30,12.0,11.0,5,Motorbike_Private,12.0,0,Train,10,5.0,None,0.0,0,27,5,07:30,07:30,07:42,07:53,07:58,08:30
10:00,13.0,13.0,10,Train,20.0,10,Walk,8,0.0,Train,11.0,10,59,5,08:20,08:20,08:33,08:46,08:56,10:00
08:30,7.0,12.0,8,Bus,16.0,8,None,0,0.0,None,0.0,0,24,5,07:34,07:34,07:41,07:53,08:01,08:30
08:00,,14.0,10,Motorbike_Private,25.0,0,None,0,0.0,None,0.0,0,25,15,06:42,06:42,06:56,07:10,07:20,08:00
09:00,14.0,18.0,9,Car_Private,18.0,0,Walk,5,0.0,Motorbike_Private,25.0,0,48,5,07:26,07:26,07:40,07:58,08:07,09:00
08:30,6.0,20.0,8,Bus,20.0,5,Bus,12,,None,,0,38,5,07:13,07:13,07:19,07:39,07:47,08:30
09:30,9.0,18.0,10,Car_Private,25.0,0,None,0,0.0,None,0.0,0,25,5,08:23,08:23,08:32,08:50,09:00,09:30
08:30,7.0,12.0,10,Bus,15.0,8,Motorbike_Private,25,0.0,Car_Private,12.0,0,60,10,06:51,06:51,06:58,07:10,07:20,08:30
